Club,H/A,Timestamp,Event,Player Event,Remark Event,Player Assist,Player Out,Match ID
FC Lausanne-Sport,Away,77',Substitution,Simone Grippo,Tactical,,Chris Kablan,4089714
FC Basel 1893,Home,78',Substitution,Gabriel Sigua,Tactical,,Leon Avdullahu,4089714
FC Basel 1893,Home,84',Substitution,Hugo Vogel,Injury,,Dominik Schmid,4089714
FC Basel 1893,Home,84',Substitution,Junior Zé,Tactical,,Liam Millar,4089714
FC Lausanne-Sport,Away,90',Substitution,Trae Coyle,Tactical,,Alvyn Sanches,4089714
FC Lausanne-Sport,Away,90',Substitution,Jamie Roche,Tactical,,Rares Ilie,4089714
FC Lausanne-Sport,Away,4',Yellow Card,Noë Dussenne,Foul,,,4089714
FC Lausanne-Sport,Away,44',Yellow Card,Kaly Sène,Foul,,,4089714
FC Lausanne-Sport,Away,59',Yellow Card,Aliou Baldé,"Aliou Baldé
1. Yellow card",,,4089714
FC Basel 1893,Home,71',Yellow Card,Wouter Burger,Foul,,,4089714
Yverdon Sport FC,Away,8',Goal,Kevin Carlos,Left-footed shot,William Le Pogam,,4089715
FC Lugano,Home,24',Goal,Jonathan Sabbatini,Right-footed shot,Mattia Bottani,,4089715
FC Lugano,Home,34',Goal,Shkelqim Vladi,Left-footed shot,Jonathan Sabbatini,,4089715
FC Lugano,Home,41',Goal,Mattia Bottani,Right-footed shot,Renato Steffen,,4089715
FC Lugano,Home,51',Goal,Anthony Sauthier,Anthony Sauthier,,,4089715
FC Lugano,Home,65',Goal,Milton Valenzuela,Left-footed shot,Anto Grgic,,4089715
FC Lugano,Home,79',Goal,Renato Steffen,Left-footed shot,,,4089715
FC Lugano,Home,30',Substitution,Jhon Espinoza,Injury,,Allan Arigoni,4089715
Yverdon Sport FC,Away,46',Substitution,Mauro Rodrigues,Tactical,,Kevin Carlos,4089715
Yverdon Sport FC,Away,46',Substitution,Brian Beyer,Tactical,,Christopher Lungoyi,4089715
FC Lugano,Home,64',Substitution,Anto Grgic,Tactical,,Uran Bislimi,4089715
FC Lugano,Home,64',Substitution,Boris Babic,Tactical,,Mattia Bottani,4089715
FC Lugano,Home,64',Substitution,Roman Macek,Tactical,,Yanis Cimignani,4089715
Yverdon Sport FC,Away,71',Substitution,Mihael Klepac,Tactical,,Ricardo Alves,4089715
Yverdon Sport FC,Away,71',Substitution,Evans Maurin,Tactical,,Varol Tasar,4089715
FC Lugano,Home,71',Substitution,Zan Celar,Tactical,,Shkelqim Vladi,4089715
FC Lugano,Home,32',Yellow Card,Milton Valenzuela,Foul,,,4089715
FC Lugano,Home,37',Yellow Card,Albian Hajdari,Foul,,,4089715
FC Lugano,Home,42',Yellow Card,Mattia Bottani,Taking off shirt,,,4089715
FC Lugano,Home,59',Yellow Card,Uran Bislimi,Foul,,,4089715
Yverdon Sport FC,Away,81',Yellow Card,Mohamed Tijani,Dissent,,,4089715
Yverdon Sport FC,Away,81',Yellow-Red Card,Mohamed Tijani,Dissent,,,4089715
Yverdon Sport FC,Away,86',Yellow Card,Mauro Rodrigues,Foul,,,4089715
FC Luzern,Home,38',Goal,Jakub Kadák,Penalty,,,4089716
BSC Young Boys,Away,90',Goal,Loris Benito,Header,Kastriot Imeri,,4089716
FC Luzern,Home,46',Substitution,Marco Burch,Injury,,Ismajl Beka,4089716
BSC Young Boys,Away,46',Substitution,Darian Males,Tactical,,Joël Monteiro,4089716
BSC Young Boys,Away,66',Substitution,Meschack Elia,Tactical,,Lukasz Lakomy,4089716
BSC Young Boys,Away,66',Substitution,Kastriot Imeri,Tactical,,Cedric Itten,4089716
FC Luzern,Home,71',Substitution,Kemal Ademi,Tactical,,Lars Villiger,4089716
FC Luzern,Home,72',Substitution,Kevin Spadanuda,Tactical,,Pius Dorn,4089716
BSC Young Boys,Away,76',Substitution,Jean-Pierre Nsame,Tactical,,Miguel Chaiwa,4089716
BSC Young Boys,Away,76',Substitution,Lewin Blum,Tactical,,Saidy Janko,4089716
FC Luzern,Home,78',Substitution,Max Meyer,Tactical,,Jakub Kadák,4089716
BSC Young Boys,Away,26',Yellow Card,Joël Monteiro,Foul,,,4089716
FC Luzern,Home,35',Yellow Card,Denis Simani,Unsporting behaviour,,,4089716
FC Luzern,Home,35',Yellow Card,Ismajl Beka,Unsporting behaviour,,,4089716
BSC Young Boys,Away,35',Yellow Card,Cedric Itten,Unsporting behaviour,,,4089716
BSC Young Boys,Away,35',Yellow Card,Filip Ugrinic,Unsporting behaviour,,,4089716
BSC Young Boys,Away,37',Yellow Card,Anthony Racioppi,Foul,,,4089716
BSC Young Boys,Away,44',Yellow Card,Miguel Chaiwa,Foul,,,4089716
Yverdon Sport FC,Home,2',Goal,Christopher Lungoyi,Left-footed shot,Varol Tasar,,4089717
Yverdon Sport FC,Home,54',Goal,Aimen Mahious,Right-footed shot,Anthony Sauthier,,4089717
Yverdon Sport FC,Home,56',Goal,Christopher Lungoyi,Left-footed shot,Evans Maurin,,4089717
Servette FC,Away,87',Goal,Ronny Rodelin,Header,Timothé Cognat,,4089717
Yverdon Sport FC,Home,90',Goal,Mihael Klepac,Right-footed shot,Haithem Loucif,,4089717
Servette FC,Away,60',Substitution,Gaël Ondoua,Tactical,,David Douline,4089717
Servette FC,Away,61',Substitution,Hussayn Touati,Tactical,,Bradley Mazikou,4089717
Servette FC,Away,61',Substitution,Anthony Baron,Tactical,,Nicolas Vouilloz,4089717
Yverdon Sport FC,Home,64',Substitution,Néhemie Lusuena,Injury,,Evans Maurin,4089717
Yverdon Sport FC,Home,72',Substitution,Mauro Rodrigues,Tactical,,Christopher Lungoyi,4089717
Yverdon Sport FC,Home,72',Substitution,Haithem Loucif,Tactical,,Varol Tasar,4089717
Servette FC,Away,80',Substitution,Ronny Rodelin,Tactical,,Chris Bedia,4089717
Yverdon Sport FC,Home,84',Substitution,Mihael Klepac,Tactical,,Aimen Mahious,4089717
Yverdon Sport FC,Home,84',Substitution,Dominic Corness,Tactical,,Boris Céspedes,4089717
Servette FC,Away,41',Yellow Card,Nicolas Vouilloz,Foul,,,4089717
Yverdon Sport FC,Home,57',Yellow Card,Anthony Sauthier,Foul,,,4089717
Yverdon Sport FC,Home,85',Yellow Card,Kevin Martin,Time wasting,,,4089717
Servette FC,Away,90',Yellow Card,Enzo Crivelli,Foul,,,4089717
FC Zürich,Home,56',Goal,Jonathan Okita,Long distance kick,Ifeanyi Mathew,,4089718
FC St. Gallen 1879,Away,90',Goal,Fabian Schubert,Tap-in,Lawrence Ati Zigi,,4089718
FC Zürich,Home,46',Substitution,Antonio Marchesano,Tactical,,Fabian Rohner,4089718
FC St. Gallen 1879,Away,59',Substitution,Julian Von Moos,Tactical,,Willem Geubbels,4089718
FC Zürich,Home,72',Substitution,Rodrigo Conceição,Tactical,,Daniel Afriyie,4089718
FC St. Gallen 1879,Away,75',Substitution,Patrick Sutter,Tactical,,Chima Okoroji,4089718
FC St. Gallen 1879,Away,75',Substitution,Mihailo Stevanovic,Injury,,Lukas Görtler,4089718
FC St. Gallen 1879,Away,75',Substitution,Nikolaj Möller,Tactical,,Chadrac Akolo,4089718
FC St. Gallen 1879,Away,88',Substitution,Fabian Schubert,Tactical,,Christian Witzig,4089718
FC Zürich,Home,89',Substitution,Marc Hornschuh,Delay,,Jonathan Okita,4089718
FC Zürich,Home,45',Yellow Card,Nikola Katic,Mass confrontation,,,4089718
FC St. Gallen 1879,Away,45',Yellow Card,Chadrac Akolo,Mass confrontation,,,4089718
FC St. Gallen 1879,Away,47',Yellow Card,Chima Okoroji,Foul,,,4089718
FC St. Gallen 1879,Away,65',Yellow Card,Christian Witzig,Foul,,,4089718
FC Zürich,Home,79',Yellow Card,Rodrigo Conceição,Foul,,,4089718
FC St. Gallen 1879,Away,89',Yellow Card,Julian Von Moos,Unsporting behaviour,,,4089718
BSC Young Boys,Home,76',Goal,Jean-Pierre Nsame,Header,Ulisses Garcia,,4089719
BSC Young Boys,Home,63',Substitution,Meschack Elia,Tactical,,Silvere Ganvoula,4089719
BSC Young Boys,Home,64',Substitution,Sandro Lauper,Tactical,,Filip Ugrinic,4089719
BSC Young Boys,Home,64',Substitution,Lukasz Lakomy,Tactical,,Ebrima Colley,4089719
FC Stade-Lausanne-Ouchy,Away,68',Substitution,Ismaël Gharbi,Tactical,,Liridon Mulaj,4089719
BSC Young Boys,Home,72',Substitution,Ulisses Garcia,Tactical,,Noah Persson,4089719
FC Stade-Lausanne-Ouchy,Away,80',Substitution,Nathan Garcia,Tactical,,Giovani Bamba,4089719
BSC Young Boys,Home,83',Substitution,Joël Monteiro,Injury,,Donat Rrudhani,4089719
FC Stade-Lausanne-Ouchy,Away,89',Substitution,Zachary Hadji,Tactical,,Lucas Pos,4089719
FC Stade-Lausanne-Ouchy,Away,73',Yellow Card,Alban Ajdini,Unsporting behaviour,,,4089719
BSC Young Boys,Home,87',Direct Red Card,Saidy Janko,Violent conduct,,,4089719
FC Basel 1893,Away,29',Goal,Jonathan Dubasin,Header,Renato Veiga,,4089720
FC Lugano,Home,54',Goal,Roman Macek,Right-footed shot,Zan Celar,,4089720
FC Basel 1893,Away,61',Goal,Djordje Jovanovic,Header,Jonathan Dubasin,,4089720
FC Basel 1893,Away,90',Goal,Roméo Beney,Left-footed shot,,,4089720
FC Basel 1893,Away,56',Substitution,Mohamed Dräger,Tactical,,Kevin Rüegg,4089720
FC Basel 1893,Away,56',Substitution,Roméo Beney,Tactical,,Juan Carlos Gauto,4089720
FC Basel 1893,Away,67',Substitution,Leon Avdullahu,Tactical,,Taulant Xhaka,4089720
FC Basel 1893,Away,67',Substitution,Gabriel Sigua,Tactical,,Jonathan Dubasin,4089720
FC Lugano,Home,69',Substitution,Shkelqim Vladi,Tactical,,Yanis Cimignani,4089720
FC Lugano,Home,69',Substitution,Jhon Espinoza,Tactical,,Roman Macek,4089720
FC Lugano,Home,69',Substitution,Mohamed Belhadj Mahmoud,Tactical,,Uran Bislimi,4089720
FC Basel 1893,Away,80',Substitution,Thierno Barry,Tactical,,Djordje Jovanovic,4089720
FC Lugano,Home,84',Substitution,Boris Babic,Tactical,,Hicham Mahou,4089720
FC Lugano,Home,84',Substitution,Kreshnik Hajrizi,Tactical,,Allan Arigoni,4089720
FC Basel 1893,Away,18',Yellow Card,Dominik Schmid,Foul,,,4089720
FC Basel 1893,Away,21',Yellow Card,Kevin Rüegg,Foul,,,4089720
FC Lugano,Home,25',Yellow Card,Roman Macek,Foul,,,4089720
FC Lugano,Home,49',Yellow Card,Renato Steffen,Foul,,,4089720
FC Lugano,Home,77',Yellow Card,Shkelqim Vladi,Foul,,,4089720
FC Basel 1893,Away,87',Yellow Card,Mirko Salvi,Time wasting,,,4089720
FC Basel 1893,Away,89',Yellow Card,Leon Avdullahu,Unsporting behaviour,,,4089720
FC Lugano,Home,89',Yellow Card,Kreshnik Hajrizi,Unsporting behaviour,,,4089720
FC Lugano,Home,89',Yellow Card,Amir Saipi,Unsporting behaviour,,,4089720
FC Basel 1893,Away,89',Yellow Card,Renato Veiga,Unsporting behaviour,,,4089720
FC Luzern,Away,84',Goal,Sofyan Chader,Right-footed shot,Martin Frydek,,4089721
FC Luzern,Away,46',Substitution,Severin Ottiger,Tactical,,Teddy Okou,4089721
FC Luzern,Away,46',Substitution,Sofyan Chader,Tactical,,Jakub Kadák,4089721
FC Luzern,Away,60',Substitution,Lars Villiger,Tactical,,Kemal Ademi,4089721
Grasshopper Club Zurich,Home,64',Substitution,Florian Hoxha,Injury,,Michael Kempter,4089721
Grasshopper Club Zurich,Home,64',Substitution,Filipe de Carvalho,Tactical,,Bradley Fink,4089721
Grasshopper Club Zurich,Home,68',Substitution,Dion Kacuri,Injury,,Meritan Shabani,4089721
FC Luzern,Away,80',Substitution,Kevin Spadanuda,Tactical,,Max Meyer,4089721
Grasshopper Club Zurich,Home,85',Substitution,Pascal Schürpf,Tactical,,Theo Corbeanu,4089721
Grasshopper Club Zurich,Home,85',Substitution,Renat Dadashov,Tactical,,Francis Momoh,4089721
FC Luzern,Away,24',Yellow Card,Jakub Kadák,Foul,,,4089721
Grasshopper Club Zurich,Home,24',Yellow Card,Kristers Tobers,Foul,,,4089721
Grasshopper Club Zurich,Home,83',Yellow Card,Florian Hoxha,Foul,,,4089721
Grasshopper Club Zurich,Home,90',Yellow Card,Amir Abrashi,Dissent,,,4089721
FC Winterthur,Away,10',Goal,Aldin Turkes,Left-footed shot,Samuel Ballet,,4089722
FC Winterthur,Away,53',Goal,Adrian Gantenbein,Left-footed shot,Matteo Di Giusto,,4089722
FC Winterthur,Away,57',Goal,Samuel Ballet,Right-footed shot,Matteo Di Giusto,,4089722
FC Lausanne-Sport,Home,78',Goal,Noë Dussenne,Header,Stjepan Kukuruzovic,,4089722
FC Winterthur,Away,86',Goal,Sayfallah Ltaief,Right-footed shot,Samir Ramizi,,4089722
FC Lausanne-Sport,Home,90',Goal,Noë Dussenne,Right-footed shot,Toichi Suzuki,,4089722
FC Winterthur,Away,90',Goal,Sayfallah Ltaief,Right-footed shot,Samir Ramizi,,4089722
FC Lausanne-Sport,Home,58',Substitution,Morgan Poaty,Tactical,,Chris Kablan,4089722
FC Lausanne-Sport,Home,58',Substitution,Toichi Suzuki,Tactical,,Rares Ilie,4089722
FC Lausanne-Sport,Home,58',Substitution,Kaly Sène,Tactical,,Brighton Labeau,4089722
FC Winterthur,Away,66',Substitution,Musa Araz,Tactical,,Matteo Di Giusto,4089722
FC Winterthur,Away,66',Substitution,Sayfallah Ltaief,Tactical,,Nishan Burkart,4089722
FC Lausanne-Sport,Home,72',Substitution,Stjepan Kukuruzovic,Tactical,,Olivier Custodio,4089722
FC Lausanne-Sport,Home,73',Substitution,Simone Grippo,Tactical,,Raoul Giger,4089722
FC Winterthur,Away,80',Substitution,Roman Buess,Tactical,,Aldin Turkes,4089722
FC Winterthur,Away,80',Substitution,Samir Ramizi,Tactical,,Samuel Ballet,4089722
FC Winterthur,Away,88',Substitution,Remo Arnold,Tactical,,Alexandre Jankewitz,4089722
FC Winterthur,Away,35',Yellow Card,Alexandre Jankewitz,Foul,,,4089722
FC Lausanne-Sport,Home,40',Yellow Card,Aliou Baldé,Foul,,,4089722
FC Winterthur,Away,76',Yellow Card,Samuel Ballet,Foul,,,4089722
FC Winterthur,Away,87',Yellow Card,Sayfallah Ltaief,Taking off shirt,,,4089722
FC St. Gallen 1879,Home,74',Goal,Fabian Schubert,Right-footed shot,Christian Witzig,,4089723
FC St. Gallen 1879,Home,84',Goal,Anel Husic,Anel Husic,,,4089723
FC Lausanne-Sport,Away,90',Goal,Brighton Labeau,Header,Rares Ilie,,4089723
FC St. Gallen 1879,Home,46',Substitution,Isaac Schmidt,Tactical,,Chima Okoroji,4089723
FC St. Gallen 1879,Home,60',Substitution,Fabian Schubert,Tactical,,Chadrac Akolo,4089723
FC St. Gallen 1879,Home,60',Substitution,Richard van der Venne,Tactical,,Willem Geubbels,4089723
FC Lausanne-Sport,Away,65',Substitution,Brighton Labeau,Tactical,,Jamie Roche,4089723
FC St. Gallen 1879,Home,81',Substitution,Mihailo Stevanovic,Tactical,,Betim Fazliji,4089723
FC Lausanne-Sport,Away,82',Substitution,Morgan Poaty,Tactical,,Chris Kablan,4089723
FC Lausanne-Sport,Away,82',Substitution,Rares Ilie,Tactical,,Simone Grippo,4089723
FC St. Gallen 1879,Home,86',Substitution,Nikolaj Möller,Tactical,,Julian Von Moos,4089723
FC Lausanne-Sport,Away,88',Substitution,Stjepan Kukuruzovic,Tactical,,Antoine Bernede,4089723
FC Lausanne-Sport,Away,88',Substitution,Trae Coyle,Tactical,,Alvyn Sanches,4089723
FC St. Gallen 1879,Home,27',Yellow Card,Mattia Zanotti,Foul,,,4089723
FC St. Gallen 1879,Home,33',Yellow Card,Albert Vallci,Dissent,,,4089723
FC St. Gallen 1879,Home,33',Yellow Card,Betim Fazliji,Foul,,,4089723
FC Lausanne-Sport,Away,40',Yellow Card,Kaly Sène,Foul,,,4089723
FC St. Gallen 1879,Home,45',Yellow Card,Chima Okoroji,Foul,,,4089723
FC Lausanne-Sport,Away,61',Yellow-Red Card,Kaly Sène,Foul,,,4089723
FC St. Gallen 1879,Home,79',Yellow Card,Fabian Schubert,Unsporting behaviour,,,4089723
FC St. Gallen 1879,Home,79',Yellow Card,Julian Von Moos,Unsporting behaviour,,,4089723
FC Lausanne-Sport,Away,79',Yellow Card,Olivier Custodio,Unsporting behaviour,,,4089723
FC Lausanne-Sport,Away,79',Yellow Card,Chris Kablan,Foul,,,4089723
FC Lausanne-Sport,Away,90',Yellow Card,Noë Dussenne,Foul,,,4089723
Grasshopper Club Zurich,Away,21',Goal,Theo Corbeanu,Penalty,,,4089724
FC Stade-Lausanne-Ouchy,Home,62',Goal,Florian Danho,Right-footed shot,Mergim Qarri,,4089724
FC Stade-Lausanne-Ouchy,Home,77',Goal,Florian Danho,Right-footed shot,Alban Ajdini,,4089724
FC Stade-Lausanne-Ouchy,Home,33',Substitution,Mohamed Abdallah,Injury,,Michael Heule,4089724
Grasshopper Club Zurich,Away,46',Substitution,Awer Mabil,Tactical,,Dorian Babunski,4089724
Grasshopper Club Zurich,Away,46',Substitution,Giotto Morandi,Tactical,,Theo Corbeanu,4089724
FC Stade-Lausanne-Ouchy,Home,46',Substitution,Mergim Qarri,Tactical,,Giovani Bamba,4089724
FC Stade-Lausanne-Ouchy,Home,46',Substitution,Florian Danho,Tactical,,Liridon Mulaj,4089724
Grasshopper Club Zurich,Away,60',Substitution,Tim Meyer,Tactical,,Tsiy Ndenge,4089724
Grasshopper Club Zurich,Away,68',Substitution,Pascal Schürpf,Tactical,,Meritan Shabani,4089724
Grasshopper Club Zurich,Away,80',Substitution,Bradley Fink,Tactical,,Francis Momoh,4089724
FC Stade-Lausanne-Ouchy,Home,83',Substitution,Sahmkou Camara,Tactical,,Lamine Gassama,4089724
FC Stade-Lausanne-Ouchy,Home,88',Substitution,Nathan Garcia,Injury,,Alban Ajdini,4089724
FC Stade-Lausanne-Ouchy,Home,20',Yellow Card,Lucas Pos,Handball,,,4089724
FC Stade-Lausanne-Ouchy,Home,52',Yellow Card,Elies Mahmoud,Foul,,,4089724
FC Stade-Lausanne-Ouchy,Home,53',Yellow Card,Mohamed Abdallah,Foul,,,4089724
Grasshopper Club Zurich,Away,74',Yellow Card,Giotto Morandi,Foul,,,4089724
FC Winterthur,Home,32',Goal,Samuel Ballet,Right-footed shot,Alexandre Jankewitz,,4089725
Yverdon Sport FC,Away,88',Goal,Kevin Carlos,Header,Ricardo Alves,,4089725
FC Winterthur,Home,66',Substitution,Roman Buess,Tactical,,Aldin Turkes,4089725
FC Winterthur,Home,66',Substitution,Nishan Burkart,Tactical,,Sayfallah Ltaief,4089725
Yverdon Sport FC,Away,71',Substitution,Dominic Corness,Tactical,,Samuel Oum Gouet,4089725
Yverdon Sport FC,Away,71',Substitution,Kevin Carlos,Tactical,,Néhemie Lusuena,4089725
FC Winterthur,Home,73',Substitution,Musa Araz,Tactical,,Matteo Di Giusto,4089725
Yverdon Sport FC,Away,78',Substitution,Haithem Loucif,Injury,,Varol Tasar,4089725
FC Winterthur,Home,82',Substitution,Samir Ramizi,Injury,,Samuel Ballet,4089725
Yverdon Sport FC,Away,85',Substitution,Ricardo Alves,Tactical,,Niklas Gunnarsson,4089725
Yverdon Sport FC,Away,85',Substitution,Mihael Klepac,Tactical,,Christopher Lungoyi,4089725
FC Winterthur,Home,54',Yellow Card,Samuel Ballet,Foul,,,4089725
Yverdon Sport FC,Away,62',Yellow Card,Anthony Sauthier,Foul,,,4089725
Yverdon Sport FC,Away,63',Yellow Card,Christopher Lungoyi,Unsporting behaviour,,,4089725
FC Winterthur,Home,65',Yellow Card,Basil Stillhart,Foul,,,4089725
Yverdon Sport FC,Away,69',Yellow Card,William Le Pogam,Dissent,,,4089725
Yverdon Sport FC,Away,74',Yellow Card,Niklas Gunnarsson,Foul,,,4089725
BSC Young Boys,Away,2',Goal,Lukasz Lakomy,Left-footed shot,,,4089726
Servette FC,Home,46',Substitution,Gaël Ondoua,Tactical,,David Douline,4089726
BSC Young Boys,Away,66',Substitution,Ulisses Garcia,Tactical,,Noah Persson,4089726
BSC Young Boys,Away,66',Substitution,Silvere Ganvoula,Tactical,,Cedric Itten,4089726
Servette FC,Home,67',Substitution,Jérémy Guillemenot,Tactical,,Bendegúz Bolla,4089726
Servette FC,Home,76',Substitution,Hussayn Touati,Tactical,,Enzo Crivelli,4089726
BSC Young Boys,Away,77',Substitution,Kastriot Imeri,Tactical,,Joël Monteiro,4089726
BSC Young Boys,Away,77',Substitution,Cheikh Niasse,Injury,,Sandro Lauper,4089726
BSC Young Boys,Away,82',Substitution,Jean-Pierre Nsame,Tactical,,Darian Males,4089726
Servette FC,Home,87',Substitution,Ronny Rodelin,Tactical,,Dereck Kutesa,4089726
Servette FC,Home,87',Substitution,Boubacar Fofana,Tactical,,Yoan Severin,4089726
Servette FC,Home,4',Yellow Card,David Douline,Foul,,,4089726
Servette FC,Home,34',Yellow Card,Anthony Baron,Foul,,,4089726
BSC Young Boys,Away,45',Yellow Card,Mohamed Camara,Foul,,,4089726
BSC Young Boys,Away,59',Yellow Card,Noah Persson,Foul,,,4089726
FC Zürich,Away,45',Goal,Adrian Leon Barisic,Adrian Leon Barisic,,,4089727
FC Zürich,Away,48',Goal,Jonathan Okita,Header,Antonio Marchesano,,4089727
FC Basel 1893,Home,73',Goal,Renato Veiga,Direct free kick,,,4089727
FC Basel 1893,Home,90',Goal,Gabriel Sigua,Tap-in,,,4089727
FC Basel 1893,Home,59',Substitution,Taulant Xhaka,Tactical,,Fabian Frei,4089727
FC Basel 1893,Home,59',Substitution,Juan Carlos Gauto,Tactical,,Maurice Malone,4089727
FC Zürich,Away,59',Substitution,Silvan Wallner,Tactical,,Fabio Daprelà,4089727
FC Basel 1893,Home,70',Substitution,Gabriel Sigua,Tactical,,Thierno Barry,4089727
FC Zürich,Away,71',Substitution,Rodrigo Conceição,Tactical,,Antonio Marchesano,4089727
FC Zürich,Away,71',Substitution,Fabian Rohner,Tactical,,Daniel Afriyie,4089727
FC Basel 1893,Home,80',Substitution,Michael Lang,Tactical,,Yusuf Demir,4089727
FC Basel 1893,Home,80',Substitution,Jonathan Dubasin,Tactical,,Mohamed Dräger,4089727
FC Zürich,Away,87',Substitution,Ivan Santini,Tactical,,Jonathan Okita,4089727
FC Zürich,Away,43',Yellow Card,Daniel Afriyie,Foul,,,4089727
FC Basel 1893,Home,78',Yellow Card,Gabriel Sigua,Foul,,,4089727
FC Zürich,Away,90',Yellow Card,Ivan Santini,Foul,,,4089727
FC Basel 1893,Home,90',Yellow Card,Taulant Xhaka,Unsporting behaviour,,,4089727
FC Zürich,Away,90',Yellow Card,Nikola Katic,Unsporting behaviour,,,4089727
FC Basel 1893,Home,90',Yellow Card,Finn van Breemen,Unsporting behaviour,,,4089727
FC Zürich,Away,90',Yellow Card,Adrián Guerrero,Unsporting behaviour,,,4089727
FC Lugano,Away,4',Goal,Jhon Espinoza,Right-footed shot,Renato Steffen,,4089728
FC Luzern,Home,19',Goal,Max Meyer,Tap-in,,,4089728
FC Luzern,Home,22',Goal,Max Meyer,Penalty,,,4089728
FC Luzern,Home,74',Goal,Lars Villiger,Left-footed shot,Kevin Spadanuda,,4089728
FC Lugano,Away,90',Goal,Shkelqim Vladi,Right-footed shot,,,4089728
FC Luzern,Home,51',Substitution,Kevin Spadanuda,Tactical,,Jakub Kadák,4089728
FC Lugano,Away,55',Substitution,Mattia Bottani,Tactical,,Mohamed Belhadj Mahmoud,4089728
FC Lugano,Away,55',Substitution,Milton Valenzuela,Tactical,,Albian Hajdari,4089728
FC Lugano,Away,55',Substitution,Ignacio Aliseda,Tactical,,Yanis Cimignani,4089728
FC Lugano,Away,65',Substitution,Jonathan Sabbatini,Tactical,,Uran Bislimi,4089728
FC Lugano,Away,81',Substitution,Zan Celar,Injury,,Milton Valenzuela,4089728
FC Luzern,Home,84',Substitution,Dario Ulrich,Tactical,,Kevin Spadanuda,4089728
FC Luzern,Home,84',Substitution,Kemal Ademi,Tactical,,Lars Villiger,4089728
FC Luzern,Home,84',Substitution,Luca Jaquez,Tactical,,Max Meyer,4089728
FC Luzern,Home,3',Yellow Card,Pius Dorn,Foul,,,4089728
FC Lugano,Away,13',Yellow Card,Shkelqim Vladi,Foul,,,4089728
FC Lugano,Away,33',Yellow Card,Uran Bislimi,Dissent,,,4089728
FC Luzern,Home,65',Yellow Card,Nicky Beloko,Diving,,,4089728
FC Lugano,Away,71',Direct Red Card,Jhon Espinoza,Professional foul,,,4089728
FC Lugano,Away,72',Yellow Card,Ayman El Wafi,Mass confrontation,,,4089728
FC Luzern,Home,76',Yellow-Red Card,Nicky Beloko,Foul,,,4089728
FC Lugano,Away,90',Yellow Card,Anto Grgic,Foul,,,4089728
FC Lausanne-Sport,Home,71',Substitution,Samuel Kalu,Tactical,,Alvyn Sanches,4089729
FC Zürich,Away,77',Substitution,Fabian Rohner,Tactical,,Daniel Afriyie,4089729
FC Zürich,Away,83',Substitution,Ivan Santini,Tactical,,Antonio Marchesano,4089729
FC Zürich,Away,83',Substitution,Selmin Hodza,Tactical,,Rodrigo Conceição,4089729
FC Lausanne-Sport,Home,87',Substitution,Toichi Suzuki,Tactical,,Rares Ilie,4089729
FC Lausanne-Sport,Home,87',Substitution,Trae Coyle,Tactical,,Fousseni Diabaté,4089729
FC Zürich,Away,89',Substitution,Armstrong Oko-Flex,Tactical,,Jonathan Okita,4089729
FC Lausanne-Sport,Home,90',Substitution,Jamie Roche,Tactical,,Antoine Bernede,4089729
FC Lausanne-Sport,Home,56',Yellow Card,Olivier Custodio,Foul,,,4089729
FC Lausanne-Sport,Home,72',Yellow Card,Samuel Kalu,Foul,,,4089729
FC Lausanne-Sport,Home,90',Yellow Card,Raoul Giger,Foul,,,4089729
FC Winterthur,Home,31',Goal,Matteo Di Giusto,Right-footed shot,Tobias Schättin,,4089730
FC Stade-Lausanne-Ouchy,Away,38',Goal,Lucas Pos,Header,Ismaël Gharbi,,4089730
FC Winterthur,Home,40',Goal,Aldin Turkes,Left-footed shot,Matteo Di Giusto,,4089730
FC Stade-Lausanne-Ouchy,Away,46',Substitution,Emmanuel Essiam,Tactical,,Romain Bayard,4089730
FC Stade-Lausanne-Ouchy,Away,46',Substitution,Sahmkou Camara,Tactical,,Lucas Pos,4089730
FC Stade-Lausanne-Ouchy,Away,62',Substitution,Mohamed Abdallah,Tactical,,Linus Obexer,4089730
FC Winterthur,Home,63',Substitution,Yannick Schmid,Tactical,,Basil Stillhart,4089730
FC Winterthur,Home,63',Substitution,Silvan Sidler,Tactical,,Matteo Di Giusto,4089730
FC Winterthur,Home,69',Substitution,Remo Arnold,Injury,,Granit Lekaj,4089730
FC Stade-Lausanne-Ouchy,Away,72',Substitution,Mergim Qarri,Tactical,,Ismaël Gharbi,4089730
FC Stade-Lausanne-Ouchy,Away,72',Substitution,Liridon Mulaj,Tactical,,Alban Ajdini,4089730
FC Winterthur,Home,82',Substitution,Nishan Burkart,Tactical,,Samuel Ballet,4089730
FC Winterthur,Home,82',Substitution,Randy Schneider,Tactical,,Sayfallah Ltaief,4089730
FC Stade-Lausanne-Ouchy,Away,12',Yellow Card,Edmond Akichi,Foul,,,4089730
FC Stade-Lausanne-Ouchy,Away,34',Yellow Card,Florian Danho,Foul,,,4089730
FC Winterthur,Home,47',Yellow Card,Aldin Turkes,Foul,,,4089730
FC Stade-Lausanne-Ouchy,Away,51',Yellow Card,Linus Obexer,Dissent,,,4089730
FC Stade-Lausanne-Ouchy,Away,59',Yellow Card,Emmanuel Essiam,Foul,,,4089730
FC Winterthur,Home,90',Yellow Card,Remo Arnold,Foul,,,4089730
