Club,H/A,Timestamp,Event,Player Event,Remark Event,Player Assist,Player Out,Match ID
BSC Young Boys,Home,62',Goal,Christian Fassnacht,Header,Ulisses Garcia,,3840895
BSC Young Boys,Home,77',Goal,Cedric Itten,Right-footed shot,Cheikh Niasse,,3840895
BSC Young Boys,Home,81',Goal,Fabian Rieder,Header,Wilfried Kanga,,3840895
BSC Young Boys,Home,85',Goal,Wilfried Kanga,Right-footed shot,Christian Fassnacht,,3840895
BSC Young Boys,Home,63',Substitution,Cedric Itten,Tactical,,Meschack Elia,3840895
BSC Young Boys,Home,63',Substitution,Nicolas Moumi Ngamaleu,Tactical,,Vincent Sierro,3840895
BSC Young Boys,Home,63',Substitution,Alexandre Jankewitz,Tactical,,Lewin Blum,3840895
FC Zürich,Away,72',Substitution,Marc Hornschuh,Tactical,,Cheick Condé,3840895
FC Zürich,Away,72',Substitution,Jonathan Okita,Tactical,,Fidan Aliti,3840895
FC Zürich,Away,72',Substitution,Fabian Rohner,Tactical,,Bledian Krasniqi,3840895
FC Zürich,Away,84',Substitution,Ivan Santini,Tactical,,Wilfried Gnonto,3840895
FC Zürich,Away,84',Substitution,Stephan Seiler,Tactical,,Antonio Marchesano,3840895
BSC Young Boys,Home,88',Substitution,Jean-Pierre Nsame,Tactical,,Wilfried Kanga,3840895
BSC Young Boys,Home,88',Substitution,Filip Ugrinic,Tactical,,Fabian Rieder,3840895
BSC Young Boys,Home,3',Yellow Card,Cédric Zesiger,Foul,,,3840895
BSC Young Boys,Home,37',Yellow Card,Ulisses Garcia,Foul,,,3840895
BSC Young Boys,Home,37',Yellow Card,Meschack Elia,Dissent,,,3840895
FC Zürich,Away,50',Yellow Card,Wilfried Gnonto,Foul,,,3840895
BSC Young Boys,Home,54',Yellow Card,Vincent Sierro,Handball,,,3840895
FC Zürich,Away,61',Yellow Card,Lindrit Kamberi,Dissent,,,3840895
FC Zürich,Away,73',Yellow Card,Fabian Rohner,Foul,,,3840895
FC Winterthur,Home,3',Goal,Samir Ramizi,Right-footed shot,Roman Buess,,3840896
FC Basel 1893,Away,70',Goal,Wouter Burger,Left-footed shot,Zeki Amdouni,,3840896
FC Basel 1893,Away,42',Substitution,Andrea Padula,Injury,,Noah Katterbach,3840896
FC Basel 1893,Away,66',Substitution,Ádám Szalai,Tactical,,Liam Millar,3840896
FC Basel 1893,Away,66',Substitution,Sayfallah Ltaief,Tactical,,Darian Males,3840896
FC Winterthur,Home,69',Substitution,Carmine Chiappetta,Tactical,,Francisco Rodríguez,3840896
FC Basel 1893,Away,79',Substitution,Sergio López,Injury,,Michael Lang,3840896
FC Winterthur,Home,79',Substitution,Gezim Pepsi,Tactical,,Matteo Di Giusto,3840896
FC Winterthur,Home,87',Substitution,Neftali Manzambi,Tactical,,Roman Buess,3840896
FC Winterthur,Home,87',Substitution,Samuel Ballet,Tactical,,Samir Ramizi,3840896
FC Basel 1893,Away,45',Yellow Card,Liam Millar,Foul,,,3840896
FC Winterthur,Home,59',Yellow Card,Michael Gonçalves,Foul,,,3840896
FC Winterthur,Home,60',Yellow Card,Samir Ramizi,Dissent,,,3840896
FC Basel 1893,Away,74',Yellow Card,Nasser Djiga,Foul,,,3840896
FC Winterthur,Home,76',Yellow Card,Thibault Corbaz,Foul,,,3840896
FC Basel 1893,Away,90',Yellow Card,Wouter Burger,Dissent,,,3840896
FC Basel 1893,Away,90',Yellow Card,Dan Ndoye,Dissent,,,3840896
FC Sion,Away,43',Goal,Fabio Daprelà,Fabio Daprelà,,,3840897
FC Sion,Away,59',Goal,Dimitri Cavaré,Header,Anto Grgic,,3840897
FC Lugano,Home,61',Goal,Jonathan Sabbatini,Right-footed shot,Zan Celar,,3840897
FC Sion,Away,85',Goal,Joël Schmied,Header,Denis Will Poha,,3840897
FC Lugano,Home,88',Goal,Noah De Queiroz,Header,Reto Ziegler,,3840897
FC Lugano,Home,58',Substitution,Mattia Bottani,Tactical,,Maren Haile-Selassie,3840897
FC Sion,Away,70',Substitution,Gaëtan Karlen,Tactical,,Filip Stojilkovic,3840897
FC Sion,Away,70',Substitution,Kevin Bua,Tactical,,Anto Grgic,3840897
FC Sion,Away,70',Substitution,Joël Schmied,Tactical,,Dennis Iapichino,3840897
FC Sion,Away,70',Substitution,Ilyas Chouaref,Tactical,,Itaitinga,3840897
FC Lugano,Home,70',Substitution,Boris Babic,Tactical,,Hicham Mahou,3840897
FC Lugano,Home,70',Substitution,Noah De Queiroz,Tactical,,Adrian Durrer,3840897
FC Lugano,Home,90',Substitution,Alessandro Casciato,Tactical,,Ousmane Doumbia,3840897
FC Sion,Away,90',Substitution,Luca Zuffi,Delay,,Baltazar,3840897
FC Lugano,Home,57',Direct Red Card,Fabio Daprelà,Serious foul,,,3840897
Servette FC,Home,5',Goal,Ronny Rodelin,Long distance kick,Chris Bedia,,3840898
FC St. Gallen 1879,Away,46',Substitution,Fabian Schubert,Tactical,,Randy Schneider,3840898
FC St. Gallen 1879,Away,46',Substitution,Daouda Guindo,Tactical,,Leonidas Stergiou,3840898
Servette FC,Home,65',Substitution,Miroslav Stevanovic,Tactical,,Chris Bedia,3840898
FC St. Gallen 1879,Away,65',Substitution,Emmanuel Latte Lath,Tactical,,Jérémy Guillemenot,3840898
Servette FC,Home,72',Substitution,Boris Céspedes,Tactical,,Alexis Antunes,3840898
Servette FC,Home,72',Substitution,Dimitri Oberlin,Tactical,,Ronny Rodelin,3840898
FC St. Gallen 1879,Away,76',Substitution,Chadrac Akolo,Tactical,,Isaac Schmidt,3840898
FC St. Gallen 1879,Away,76',Substitution,Patrick Sutter,Tactical,,Julian Von Moos,3840898
Servette FC,Home,83',Substitution,Steve Rouiller,Tactical,,Gaël Clichy,3840898
Servette FC,Home,83',Substitution,Boubacar Fofana,Tactical,,Patrick Pflücke,3840898
FC St. Gallen 1879,Away,15',Yellow Card,Matej Maglica,Foul,,,3840898
Servette FC,Home,46',Yellow Card,Alexis Antunes,Foul,,,3840898
FC St. Gallen 1879,Away,58',Yellow Card,Fabian Schubert,Dissent,,,3840898
FC Luzern,Home,32',Goal,Marco Burch,Header,Martin Frydek,,3840899
Grasshopper Club Zurich,Away,38',Goal,Renat Dadashov,Left-footed shot,Hayao Kawabe,,3840899
FC Luzern,Home,60',Substitution,Dejan Sorgic,Tactical,,Joaquín Ardaiz,3840899
Grasshopper Club Zurich,Away,60',Substitution,Christian Herc,Tactical,,Amir Abrashi,3840899
Grasshopper Club Zurich,Away,60',Substitution,Petar Pusic,Tactical,,Giotto Morandi,3840899
Grasshopper Club Zurich,Away,60',Substitution,Francis Momoh,Tactical,,Renat Dadashov,3840899
FC Luzern,Home,68',Substitution,Varol Tasar,Tactical,,Mohamed Dräger,3840899
FC Luzern,Home,68',Substitution,Ibrahima Ndiaye,Tactical,,Asumah Abubakar,3840899
Grasshopper Club Zurich,Away,78',Substitution,Tomás Ribeiro,Injury,,Lei Li,3840899
FC Luzern,Home,83',Substitution,Samuele Campo,Tactical,,Jakub Kadák,3840899
Grasshopper Club Zurich,Away,83',Substitution,Meritan Shabani,Tactical,,Hayao Kawabe,3840899
FC Luzern,Home,16',Yellow Card,Asumah Abubakar,Foul,,,3840899
FC Luzern,Home,54',Yellow Card,Ardon Jashari,Foul,,,3840899
Grasshopper Club Zurich,Away,85',Yellow Card,Tomás Ribeiro,Foul,,,3840899
FC Luzern,Home,87',Yellow Card,Varol Tasar,Foul,,,3840899
FC Luzern,Away,46',Substitution,Pascal Schürpf,Tactical,,Ibrahima Ndiaye,3840900
FC Luzern,Away,46',Substitution,Samuele Campo,Tactical,,Dejan Sorgic,3840900
FC Zürich,Home,53',Substitution,Fabian Rohner,Tactical,,Aiyegun Tosin,3840900
FC Zürich,Home,53',Substitution,Wilfried Gnonto,Tactical,,Jonathan Okita,3840900
FC Zürich,Home,57',Substitution,Ivan Santini,Tactical,,Akaki Gogia,3840900
FC Luzern,Away,62',Substitution,Mohamed Dräger,Injury,,Pascal Schürpf,3840900
FC Zürich,Home,70',Substitution,Blerim Dzemaili,Tactical,,Stephan Seiler,3840900
FC Zürich,Home,70',Substitution,Bledian Krasniqi,Tactical,,Antonio Marchesano,3840900
FC Luzern,Away,74',Substitution,Jakub Kadák,Tactical,,Joaquín Ardaiz,3840900
FC Luzern,Away,44',Yellow Card,Ardon Jashari,Foul,,,3840900
FC Zürich,Home,85',Yellow Card,Blerim Dzemaili,Foul,,,3840900
FC Luzern,Away,90',Yellow Card,Nicky Beloko,Foul,,,3840900
FC Luzern,Away,90',Yellow Card,Marius Müller,Dissent,,,3840900
FC Luzern,Away,90',Yellow-Red Card,Ardon Jashari,Foul,,,3840900
FC St. Gallen 1879,Home,20',Goal,Fabian Schubert,Right-footed shot,Patrick Sutter,,3840901
FC St. Gallen 1879,Home,40',Goal,Fabian Schubert,Right-footed shot,Lukas Görtler,,3840901
FC Winterthur,Away,46',Substitution,Souleymane Diaby,Tactical,,Tobias Schättin,3840901
FC Winterthur,Away,58',Substitution,Neftali Manzambi,Tactical,,Samir Ramizi,3840901
FC Winterthur,Away,58',Substitution,Eris Abedini,Tactical,,Remo Arnold,3840901
FC St. Gallen 1879,Home,61',Substitution,Emmanuel Latte Lath,Tactical,,Fabian Schubert,3840901
FC St. Gallen 1879,Home,61',Substitution,Christian Witzig,Injury,,Jérémy Guillemenot,3840901
FC Winterthur,Away,71',Substitution,Samuel Ballet,Tactical,,Thibault Corbaz,3840901
FC St. Gallen 1879,Home,71',Substitution,Leonidas Stergiou,Tactical,,Víctor Ruiz,3840901
FC Winterthur,Away,85',Substitution,Florian Kamberi,Tactical,,Roman Buess,3840901
FC St. Gallen 1879,Home,87',Substitution,Chadrac Akolo,Tactical,,Julian Von Moos,3840901
FC Winterthur,Away,14',Yellow Card,Samir Ramizi,Foul,,,3840901
FC St. Gallen 1879,Home,27',Yellow Card,Lukas Görtler,Foul,,,3840901
FC Winterthur,Away,28',Yellow Card,Granit Lekaj,Mass confrontation,,,3840901
FC Winterthur,Away,53',Yellow Card,Souleymane Diaby,Foul,,,3840901
FC St. Gallen 1879,Home,66',Yellow-Red Card,Lukas Görtler,Foul,,,3840901
FC Winterthur,Away,70',Yellow Card,Eris Abedini,Foul,,,3840901
FC St. Gallen 1879,Home,83',Yellow Card,Matej Maglica,Foul,,,3840901
FC Basel 1893,Home,45',Goal,Dan Ndoye,Right-footed shot,,,3840902
Servette FC,Away,87',Goal,Théo Valls,Counter attack goal,Miroslav Stevanovic,,3840902
FC Basel 1893,Home,46',Substitution,Sergio López,Tactical,,Michael Lang,3840902
Servette FC,Away,46',Substitution,Miroslav Stevanovic,Tactical,,Alexis Antunes,3840902
Servette FC,Away,61',Substitution,Dimitri Oberlin,Tactical,,Chris Bedia,3840902
Servette FC,Away,68',Substitution,Théo Valls,Tactical,,Patrick Pflücke,3840902
Servette FC,Away,68',Substitution,Boubacar Fofana,Tactical,,Timothé Cognat,3840902
FC Basel 1893,Home,73',Substitution,Andy Diouf,Tactical,,Wouter Burger,3840902
FC Basel 1893,Home,80',Substitution,Andrea Padula,Injury,,Arnau Comas,3840902
FC Basel 1893,Home,80',Substitution,Sayfallah Ltaief,Tactical,,Ádám Szalai,3840902
Servette FC,Away,82',Substitution,Théo Magnin,Tactical,,Moritz Bauer,3840902
Servette FC,Away,28',Yellow Card,Nicolas Vouilloz,Foul,,,3840902
Servette FC,Away,32',Yellow Card,Gaël Clichy,Foul,,,3840902
Servette FC,Away,35',Yellow Card,Chris Bedia,Foul,,,3840902
FC Basel 1893,Home,47',Yellow Card,Fabian Frei,Foul,,,3840902
Servette FC,Away,74',Yellow Card,David Douline,Foul,,,3840902
FC Basel 1893,Home,84',Yellow Card,Kasim Adams,Foul,,,3840902
FC Basel 1893,Home,90',Yellow Card,Dan Ndoye,Unsporting behaviour,,,3840902
Servette FC,Away,90',Yellow Card,Yoan Severin,Unsporting behaviour,,,3840902
Grasshopper Club Zurich,Home,12',Goal,Hayao Kawabe,Header,Giotto Morandi,,3840903
Grasshopper Club Zurich,Home,47',Goal,Hayao Kawabe,Counter attack goal,Giotto Morandi,,3840903
FC Lugano,Away,79',Goal,Zan Celar,Penalty,,,3840903
Grasshopper Club Zurich,Home,46',Substitution,Renat Dadashov,Tactical,,Francis Momoh,3840903
FC Lugano,Away,58',Substitution,Allan Arigoni,Tactical,,Adrian Durrer,3840903
FC Lugano,Away,58',Substitution,Mohamed Amoura,Tactical,,Hicham Mahou,3840903
Grasshopper Club Zurich,Home,72',Substitution,Christian Herc,Tactical,,Tsiy Ndenge,3840903
Grasshopper Club Zurich,Home,72',Substitution,Petar Pusic,Tactical,,Giotto Morandi,3840903
Grasshopper Club Zurich,Home,72',Substitution,Filipe de Carvalho,Tactical,,Dominik Schmid,3840903
FC Lugano,Away,72',Substitution,Uran Bislimi,Tactical,,Mattia Bottani,3840903
FC Lugano,Away,72',Substitution,Mohamed Belhadj Mahmoud,Tactical,,Ousmane Doumbia,3840903
Grasshopper Club Zurich,Home,90',Substitution,Meritan Shabani,Delay,,Hayao Kawabe,3840903
Grasshopper Club Zurich,Home,90',Yellow Card,Renat Dadashov,Foul,,,3840903
BSC Young Boys,Away,2',Goal,Wilfried Kanga,Header,Fabian Rieder,,3840904
BSC Young Boys,Away,6',Goal,Wilfried Kanga,Left-footed shot,Cedric Itten,,3840904
BSC Young Boys,Away,88',Goal,Nicolas Moumi Ngamaleu,Right-footed shot,Fabian Rieder,,3840904
FC Sion,Home,46',Substitution,Kevin Bua,Tactical,,Baltazar,3840904
BSC Young Boys,Away,56',Substitution,Jean-Pierre Nsame,Tactical,,Cedric Itten,3840904
FC Sion,Home,64',Substitution,Gaëtan Karlen,Tactical,,Filip Stojilkovic,3840904
FC Sion,Home,64',Substitution,Ilyas Chouaref,Tactical,,Itaitinga,3840904
BSC Young Boys,Away,76',Substitution,Meschack Elia,Tactical,,Wilfried Kanga,3840904
BSC Young Boys,Away,76',Substitution,Donat Rrudhani,Tactical,,Christian Fassnacht,3840904
BSC Young Boys,Away,86',Substitution,Loris Benito,Tactical,,Ulisses Garcia,3840904
BSC Young Boys,Away,86',Substitution,Miguel Chaiwa,Tactical,,Lewin Blum,3840904
FC Sion,Home,87',Substitution,Giovanni Sio,Tactical,,Denis Will Poha,3840904
FC Sion,Home,10',Yellow Card,Filip Stojilkovic,Dissent,,,3840904
FC Sion,Home,29',Yellow Card,Dimitri Cavaré,Mass confrontation,,,3840904
BSC Young Boys,Away,29',Yellow Card,Wilfried Kanga,Mass confrontation,,,3840904
BSC Young Boys,Away,73',Yellow Card,Lewin Blum,Foul,,,3840904
BSC Young Boys,Away,81',Yellow Card,Jean-Pierre Nsame,Foul,,,3840904
FC St. Gallen 1879,Home,20',Goal,Julian Von Moos,Right-footed shot,Emmanuel Latte Lath,,3840905
FC St. Gallen 1879,Home,45',Goal,Julian Von Moos,Left-footed shot,Patrick Sutter,,3840905
FC St. Gallen 1879,Home,46',Substitution,Leonidas Stergiou,Tactical,,Emmanuel Latte Lath,3840905
FC St. Gallen 1879,Home,60',Substitution,Chadrac Akolo,Tactical,,Fabian Schubert,3840905
FC St. Gallen 1879,Home,60',Substitution,Randy Schneider,Tactical,,Christian Witzig,3840905
FC Zürich,Away,64',Substitution,Antonio Marchesano,Tactical,,Stephan Seiler,3840905
FC Zürich,Away,64',Substitution,Cheick Condé,Tactical,,Marc Hornschuh,3840905
FC St. Gallen 1879,Home,69',Substitution,Alessio Besio,Injury,,Chadrac Akolo,3840905
FC Zürich,Away,69',Substitution,Ivan Santini,Tactical,,Aiyegun Tosin,3840905
FC Zürich,Away,69',Substitution,Fidan Aliti,Tactical,,Adrián Guerrero,3840905
FC St. Gallen 1879,Home,82',Substitution,Alessandro Kräuchi,Injury,,Julian Von Moos,3840905
FC Zürich,Away,85',Substitution,Akaki Gogia,Tactical,,Wilfried Gnonto,3840905
FC Zürich,Away,21',Yellow Card,Nikola Boranijasevic,Foul,,,3840905
FC St. Gallen 1879,Home,26',Yellow Card,Emmanuel Latte Lath,Foul,,,3840905
FC Zürich,Away,52',Yellow Card,Zivko Kostadinovic,Dissent,,,3840905
FC St. Gallen 1879,Home,73',Direct Red Card,Isaac Schmidt,Serious foul,,,3840905
FC Zürich,Away,78',Yellow Card,Cheick Condé,Foul,,,3840905
FC Zürich,Away,87',Yellow Card,Akaki Gogia,Foul,,,3840905
Servette FC,Away,46',Substitution,Valton Behrami,Tactical,,Gaël Clichy,3840906
Servette FC,Away,66',Substitution,Théo Valls,Tactical,,Chris Bedia,3840906
FC Sion,Home,70',Substitution,Gaëtan Karlen,Tactical,,Filip Stojilkovic,3840906
FC Sion,Home,70',Substitution,Ilyas Chouaref,Tactical,,Kevin Bua,3840906
Servette FC,Away,75',Substitution,Dimitri Oberlin,Tactical,,Ronny Rodelin,3840906
Servette FC,Away,75',Substitution,Alexis Antunes,Tactical,,Patrick Pflücke,3840906
FC Sion,Home,83',Substitution,Giovanni Sio,Tactical,,Itaitinga,3840906
Servette FC,Away,88',Substitution,Diogo Monteiro,Injury,,Valton Behrami,3840906
FC Sion,Home,90',Substitution,Luca Zuffi,Tactical,,Musa Araz,3840906
FC Sion,Home,32',Yellow Card,Numa Lavanchy,Foul,,,3840906
FC Sion,Home,36',Yellow Card,Baltazar,Foul,,,3840906
Servette FC,Away,77',Yellow Card,Steve Rouiller,Foul,,,3840906
FC Sion,Home,86',Yellow Card,Nathanaël Saintini,Foul,,,3840906
FC Sion,Home,90',Yellow Card,Heinz Lindner,Dissent,,,3840906
Servette FC,Away,90',Yellow Card,Dimitri Oberlin,Foul,,,3840906
FC Winterthur,Home,11',Goal,Roman Buess,Right-footed shot,Without assist,,3840907
FC Lugano,Away,20',Goal,Zan Celar,Header,Mattia Bottani,,3840907
FC Lugano,Away,22',Goal,Maren Haile-Selassie,Header,Mattia Bottani,,3840907
FC Lugano,Away,31',Goal,Mattia Bottani,Left-footed shot,Hicham Mahou,,3840907
FC Lugano,Away,90',Goal,Zan Celar,Penalty,,,3840907
FC Winterthur,Home,46',Substitution,Adrian Gantenbein,Tactical,,Thibault Corbaz,3840907
FC Winterthur,Home,46',Substitution,Eris Abedini,Tactical,,Remo Arnold,3840907
FC Winterthur,Home,60',Substitution,Samuel Ballet,Tactical,,Matteo Di Giusto,3840907
FC Winterthur,Home,73',Substitution,Florian Kamberi,Tactical,,Souleymane Diaby,3840907
FC Lugano,Away,73',Substitution,Uran Bislimi,Tactical,,Maren Haile-Selassie,3840907
FC Lugano,Away,80',Substitution,Mohamed Belhadj Mahmoud,Tactical,,Hicham Mahou,3840907
FC Winterthur,Home,81',Substitution,Carmine Chiappetta,Tactical,,Samir Ramizi,3840907
FC Lugano,Away,87',Substitution,Adrian Durrer,Tactical,,Allan Arigoni,3840907
FC Lugano,Away,87',Substitution,Albian Hajdari,Tactical,,Mattia Bottani,3840907
FC Lugano,Away,27',Yellow Card,Allan Arigoni,Foul,,,3840907
FC Winterthur,Home,48',Yellow Card,Souleymane Diaby,Foul,,,3840907
FC Winterthur,Home,76',Yellow Card,Samuel Ballet,Foul,,,3840907
FC Winterthur,Home,88',Yellow Card,Michael Gonçalves,Handball,,,3840907
FC Winterthur,Home,90',Yellow Card,Francisco Rodríguez,Foul,,,3840907
BSC Young Boys,Home,31',Goal,Jean-Pierre Nsame,Right-footed shot,Cedric Itten,,3840908
Grasshopper Club Zurich,Away,49',Goal,Renat Dadashov,Right-footed shot,Hayao Kawabe,,3840908
BSC Young Boys,Home,46',Substitution,Donat Rrudhani,Tactical,,Christian Fassnacht,3840908
Grasshopper Club Zurich,Away,46',Substitution,Renat Dadashov,Tactical,,Francis Momoh,3840908
BSC Young Boys,Home,66',Substitution,Meschack Elia,Tactical,,Cedric Itten,3840908
BSC Young Boys,Home,67',Substitution,Vincent Sierro,Tactical,,Fabian Rieder,3840908
Grasshopper Club Zurich,Away,76',Substitution,Christian Herc,Tactical,,Amir Abrashi,3840908
BSC Young Boys,Home,79',Substitution,Joël Monteiro,Tactical,,Jean-Pierre Nsame,3840908
Grasshopper Club Zurich,Away,81',Substitution,Petar Pusic,Tactical,,Giotto Morandi,3840908
BSC Young Boys,Home,89',Substitution,Alexandre Jankewitz,Tactical,,Lewin Blum,3840908
Grasshopper Club Zurich,Away,90',Substitution,Meritan Shabani,Tactical,,Hayao Kawabe,3840908
BSC Young Boys,Home,27',Yellow Card,Cheikh Niasse,Foul,,,3840908
Grasshopper Club Zurich,Away,44',Yellow Card,Ayumu Seko,Foul,,,3840908
Grasshopper Club Zurich,Away,80',Yellow Card,Giotto Morandi,Dissent,,,3840908
Grasshopper Club Zurich,Away,87',Yellow Card,André Moreira,Time wasting,,,3840908
Grasshopper Club Zurich,Away,90',Yellow Card,Renat Dadashov,Foul,,,3840908
FC Basel 1893,Away,6',Goal,Darian Males,Penalty,,,3840909
FC Basel 1893,Away,87',Goal,Bradley Fink,Left-footed shot,Kaly Sène,,3840909
FC Basel 1893,Away,61',Substitution,Kaly Sène,Tactical,,Darian Males,3840909
FC Luzern,Home,61',Substitution,Lorik Emini,Tactical,,Christian Gentner,3840909
FC Luzern,Home,71',Substitution,Pascal Schürpf,Tactical,,Asumah Abubakar,3840909
FC Luzern,Home,71',Substitution,Joaquín Ardaiz,Tactical,,Thibault Klidjé,3840909
FC Basel 1893,Away,72',Substitution,Fabian Frei,Injury,,Taulant Xhaka,3840909
FC Basel 1893,Away,72',Substitution,Bradley Fink,Tactical,,Andi Zeqiri,3840909
FC Luzern,Home,81',Substitution,Nando Toggenburger,Tactical,,Ardon Jashari,3840909
FC Basel 1893,Away,90',Substitution,Liam Millar,Delay,,Dan Ndoye,3840909
FC Luzern,Home,3',Yellow Card,Denis Simani,Foul,,,3840909
FC Luzern,Home,45',Yellow Card,Asumah Abubakar,Foul,,,3840909
FC Luzern,Home,83',Yellow Card,Pius Dorn,Foul,,,3840909
FC Basel 1893,Away,84',Yellow Card,Kasim Adams,Time wasting,,,3840909
FC Basel 1893,Away,88',Yellow Card,Riccardo Calafiori,Foul,,,3840909
Servette FC,Home,81',Goal,Patrick Pflücke,Penalty,,,3840910
FC Winterthur,Away,46',Substitution,Tobias Schättin,Injury,,Yannick Schmid,3840910
Servette FC,Home,61',Substitution,Alexis Antunes,Tactical,,Théo Valls,3840910
Servette FC,Home,61',Substitution,Boubacar Fofana,Tactical,,Ronny Rodelin,3840910
FC Winterthur,Away,63',Substitution,Thibault Corbaz,Tactical,,Matteo Di Giusto,3840910
FC Winterthur,Away,71',Substitution,Neftali Manzambi,Tactical,,Roman Buess,3840910
FC Winterthur,Away,84',Substitution,Florian Kamberi,Tactical,,Francisco Rodríguez,3840910
FC Winterthur,Away,84',Substitution,Samuel Ballet,Tactical,,Souleymane Diaby,3840910
Servette FC,Home,90',Substitution,Moritz Bauer,Delay,,Patrick Pflücke,3840910
Servette FC,Home,90',Substitution,Samba Diba,Delay,,Miroslav Stevanovic,3840910
Servette FC,Home,8',Yellow Card,Timothé Cognat,Foul,,,3840910
FC Winterthur,Away,11',Yellow Card,Roman Buess,Foul,,,3840910
FC Winterthur,Away,38',Yellow Card,Francisco Rodríguez,Foul,,,3840910
FC Winterthur,Away,75',Yellow Card,Roy Gelmi,Foul,,,3840910
FC Winterthur,Away,80',Yellow Card,Granit Lekaj,Dissent,,,3840910
FC Winterthur,Away,82',Yellow Card,Samir Ramizi,Dissent,,,3840910
FC Winterthur,Away,85',Yellow Card,Florian Kamberi,Foul,,,3840910
Servette FC,Home,86',Yellow Card,Jérémy Frick,Time wasting,,,3840910
FC St. Gallen 1879,Away,5',Goal,Emmanuel Latte Lath,Right-footed shot,Daouda Guindo,,3840911
FC St. Gallen 1879,Away,12',Goal,Fabian Schubert,Left-footed shot,Julian Von Moos,,3840911
Grasshopper Club Zurich,Home,20',Goal,Francis Momoh,Right-footed shot,Bendegúz Bolla,,3840911
Grasshopper Club Zurich,Home,45',Goal,Tsiy Ndenge,Left-footed shot,Renat Dadashov,,3840911
Grasshopper Club Zurich,Home,69',Goal,Tsiy Ndenge,Right-footed shot,Francis Momoh,,3840911
Grasshopper Club Zurich,Home,62',Substitution,Christian Herc,Tactical,,Amir Abrashi,3840911
FC St. Gallen 1879,Away,73',Substitution,Jérémy Guillemenot,Tactical,,Christian Witzig,3840911
FC St. Gallen 1879,Away,73',Substitution,Randy Schneider,Tactical,,Lukas Görtler,3840911
FC St. Gallen 1879,Away,76',Substitution,Alessio Besio,Tactical,,Emmanuel Latte Lath,3840911
Grasshopper Club Zurich,Home,76',Substitution,Petar Pusic,Tactical,,Francis Momoh,3840911
FC St. Gallen 1879,Away,84',Substitution,Grégory Karlen,Tactical,,Fabian Schubert,3840911
FC St. Gallen 1879,Away,84',Substitution,Leonidas Stergiou,Tactical,,Basil Stillhart,3840911
Grasshopper Club Zurich,Home,90',Substitution,Meritan Shabani,Injury,,Renat Dadashov,3840911
Grasshopper Club Zurich,Home,90',Substitution,Tomás Ribeiro,Delay,,Georg Margreitter,3840911
Grasshopper Club Zurich,Home,15',Yellow Card,Bendegúz Bolla,Foul,,,3840911
FC St. Gallen 1879,Away,16',Yellow Card,Matej Maglica,Foul,,,3840911
FC St. Gallen 1879,Away,34',Yellow Card,Christian Witzig,Foul,,,3840911
FC St. Gallen 1879,Away,46',Yellow Card,Emmanuel Latte Lath,Foul,,,3840911
Grasshopper Club Zurich,Home,85',Yellow Card,Georg Margreitter,Foul,,,3840911
FC St. Gallen 1879,Away,90',Direct Red Card,Lawrence Ati Zigi,Violent conduct,,,3840911
Grasshopper Club Zurich,Home,90',Yellow Card,Petar Pusic,Unsporting behaviour,,,3840911
FC Sion,Away,57',Goal,Itaitinga,Left-footed shot,Filip Stojilkovic,,3840912
FC Sion,Away,64',Goal,Itaitinga,Left-footed shot,Numa Lavanchy,,3840912
FC Sion,Away,68',Goal,Filip Stojilkovic,Right-footed shot,Kevin Bua,,3840912
FC Zürich,Home,73',Substitution,Karol Mets,Tactical,,Becir Omeragic,3840912
FC Zürich,Home,73',Substitution,Ole Selnæs,Tactical,,Cheick Condé,3840912
FC Zürich,Home,73',Substitution,Lindrit Kamberi,Tactical,,Mirlind Kryeziu,3840912
FC Sion,Away,77',Substitution,Luca Zuffi,Tactical,,Itaitinga,3840912
FC Sion,Away,77',Substitution,Gaëtan Karlen,Tactical,,Filip Stojilkovic,3840912
FC Sion,Away,77',Substitution,Ilyas Chouaref,Tactical,,Kevin Bua,3840912
FC Zürich,Home,78',Substitution,Ivan Santini,Tactical,,Wilfried Gnonto,3840912
FC Zürich,Home,78',Substitution,Antonio Marchesano,Tactical,,Adrián Guerrero,3840912
FC Sion,Away,90',Substitution,Joël Schmied,Delay,,Baltazar,3840912
FC Sion,Away,90',Substitution,José Aguilar,Delay,,Denis Will Poha,3840912
FC Sion,Away,12',Yellow Card,Anto Grgic,Foul,,,3840912
FC Zürich,Home,33',Yellow Card,Wilfried Gnonto,Foul,,,3840912
FC Zürich,Home,49',Yellow Card,Mirlind Kryeziu,Foul,,,3840912
FC Zürich,Home,87',Yellow Card,Ole Selnæs,Foul,,,3840912
BSC Young Boys,Away,31',Substitution,Jordan Lefort,Injury,,Loris Benito,3840913
BSC Young Boys,Away,61',Substitution,Cedric Itten,Tactical,,Jean-Pierre Nsame,3840913
BSC Young Boys,Away,61',Substitution,Alexandre Jankewitz,Tactical,,Lewin Blum,3840913
FC Basel 1893,Home,75',Substitution,Ádám Szalai,Injury,,Andi Zeqiri,3840913
FC Basel 1893,Home,85',Substitution,Sayfallah Ltaief,Tactical,,Liam Millar,3840913
BSC Young Boys,Away,90',Substitution,Joël Monteiro,Tactical,,Meschack Elia,3840913
BSC Young Boys,Away,90',Substitution,Donat Rrudhani,Tactical,,Nicolas Moumi Ngamaleu,3840913
